Company Name,State,Rating,Date,Time,Url
Papa's Tomato Pies,NJ 08691,8.6,11/14/19,6:00,https://onebite.app/restaurant/papas-tomato-pies-robbinsville-nj-c292c20e/review/f97c3991-d498-4645-a154-3214716a7174
Vino's Pizza,PA 19444,7.4,11/13/19,6:00,https://onebite.app/restaurant/vinos-pizza-lafayette-hill-pa-ff0627e5/review/b61cea9f-9781-4287-9de4-c709c90aa3c9
Angelo's Pizzeria,PA 19147,9.1,11/12/19,6:00,https://onebite.app/restaurant/angelos-pizzeria-philadelphia-pa-340808f6/review/cfc5419d-5788-4fc3-be89-4e0040617236
7-Eleven,NY 10001,0.0,11/7/19,6:00,https://onebite.app/restaurant/7eleven-new-york-ny-4bafde2d/review/cc4aabd3-5757-437f-b150-fe52b7cd465a
Feroce Ristorante,NY 10001,7.1,11/6/19,6:00,https://onebite.app/restaurant/feroce-ristorante-new-york-ny-fd0caf5d/review/b5ddb728-3b10-4336-8a54-f3c8a1e59804
Mangia - Flatiron,NY 10010,5.2,11/5/19,6:00,https://onebite.app/restaurant/mangia-flatiron-new-york-ny-3fb7f6ca/review/250c8614-7b58-4d9d-953f-6bfad2eb0191
Fortina - Brooklyn,NY 11201,6.2,11/4/19,6:11,https://onebite.app/restaurant/fortina-brooklyn-brooklyn-ny-545043d1/review/62ef0502-dd7a-4352-b798-a9c2a9ee7079
Union St Pizza,NY 11215,6.6,10/31/19,6:00,https://onebite.app/restaurant/union-st-pizza-brooklyn-ny-b769b287/review/274c304b-7132-415c-a96c-7bc40013f9c9
Old Fashioned Pizza,NY 10003,6.3,10/30/19,6:00,https://onebite.app/restaurant/old-fashioned-pizza-new-york-ny-e9186b24/review/9886e112-0a2e-4be8-907b-fa03439a4506
L'Arte Della Pizza Brooklyn,NY 11217,8.1,10/29/19,6:00,https://onebite.app/restaurant/larte-della-pizza-brooklyn-brooklyn-ny-513060ef/review/f10763ce-b2b4-41a8-8cdc-95a994875952
Lo Duca Pizza,NY 11226,8.1,10/28/19,6:00,https://onebite.app/restaurant/lo-duca-pizza-brooklyn-ny-760ecf5b/review/b33ffb4f-6693-491a-a446-eb2b1277c4e5
Pizza Time,NY 11230,8.2,10/25/19,6:00,https://onebite.app/restaurant/pizza-time-brooklyn-ny-6e5e382a/review/64c8c41f-4b12-4014-bc43-dfa741bfd8a2
Rivington Pizza,NY 10005,6.5,10/24/19,6:10,https://onebite.app/restaurant/rivington-pizza-new-york-ny-2ede77f8/review/a3aa4e24-71e0-492d-94ad-0375d809a46f
Milk Bar East Village,NY 10003,1.2,10/23/19,6:00,https://onebite.app/restaurant/milk-bar-east-village-new-york-ny-5517e136/review/b10c7b8c-71d3-48ca-9f38-bbab60453932
Faccia Luna Pizzeria,PA 16801,6.7,10/22/19,6:00,https://onebite.app/restaurant/faccia-luna-pizzeria-state-college-pa-c183ebc0/review/5b11e7c8-4137-4235-ac86-c4f88ae61a3f
Canyon Pizza,PA 16801,2.8,10/21/19,6:00,https://onebite.app/restaurant/canyon-pizza-state-college-pa-c7fbe272/review/bf699a90-b5d3-4781-a39a-08692dc7d0c4
Justin's Pizza,NY 10451,5.9,10/18/19,6:00,https://onebite.app/restaurant/justins-pizza-bronx-ny-fbac3a98/review/8943e694-1de7-41ef-b40d-d8198b2900c7
Eleven B,NY 10009,7.2,10/17/19,6:00,https://onebite.app/restaurant/eleven-b-new-york-ny-d78bce67/review/0e7f019a-230d-4404-a9d8-691aa639f484
Via Trenta Pizzoteca,NY 10001,6.7,10/16/19,6:00,https://onebite.app/restaurant/via-trenta-pizzoteca-new-york-ny-ff125d98/review/99b0363e-d855-4d06-9ca2-e7d5e4e47699
Davenport's Pizza Palace,AL 35223,6.7,10/15/19,6:00,https://onebite.app/restaurant/davenports-pizza-palace-mountain-brook-al-6b4d4951/review/30beb052-e698-4da6-a945-e1c897bd8881
Post Office Pies,AL 35222,7.1,10/14/19,6:00,https://onebite.app/restaurant/post-office-pies-birmingham-al-beb5dc8a/review/c0d54bc8-a318-4e8d-b7a4-fa4fff38db42
Via Roma Pizza Bar,NY 11231,7.9,10/11/19,6:00,https://onebite.app/restaurant/via-roma-pizza-bar-brooklyn-ny-c9aa0ac5/review/d5983c8f-a979-421d-9082-fae0b51c728e
F & F Pizzeria,NY 11231,8.7,10/10/19,6:00,https://onebite.app/restaurant/f-and-f-pizzeria-brooklyn-ny-800f66f0/review/d7541d42-deff-4d71-b304-dd7dbd610056
PeppeBroni's Pizza,WV 26505,6.7,10/9/19,6:00,https://onebite.app/restaurant/peppebronis-pizza-morgantown-wv-9ce9b12d/review/ad862b7d-056f-4016-9a53-f3855fbe306d
La Nova Pizzeria,NY 14213,7.3,10/8/19,6:00,https://onebite.app/restaurant/la-nova-pizzeria-buffalo-ny-f9bc89df/review/bcd1e20c-4810-4ba5-b96b-55208ea3d07d
Picasso's Pizza,NY 14224,7.0,10/7/19,6:00,https://onebite.app/restaurant/picassos-pizza-buffalo-ny-a6b3c141/review/34a5fc5a-efe7-4c72-892f-f0a6fbb43602
Bocce Club Pizza,NY 14226,7.5,10/4/19,6:00,https://onebite.app/restaurant/bocce-club-pizza-amherst-ny-dcb91e60/review/78d5967e-3acd-4c6b-8942-ed0ae3e63ab5
Ian's Pizza by the Slice,WI 53703,6.1,10/3/19,6:00,https://onebite.app/restaurant/ians-pizza-by-the-slice-madison-wi-460742f8/review/80ed2fc8-ad6c-4d1e-a88d-d8330d3abfbe
Salvatore's Tomato Pies,WI 53703,7.4,10/2/19,6:00,https://onebite.app/restaurant/salvatores-tomato-pies-madison-wi-d107cad7/review/b4b9b553-cff4-44a3-8c1b-7c898805a9ad
Trenta Tre Pizzeria,NY 10016,4.8,10/1/19,6:00,https://onebite.app/restaurant/trenta-tre-pizzeria-new-york-ny-538e63c2/review/cf7575ef-b3cf-4944-b9b6-27b308eaf76a
Red Pinto Tailgate Party,NY 14127,7.6,9/30/19,6:00,https://onebite.app/restaurant/red-pinto-tailgate-party-orchard-park-ny-76c53a14/review/bad82396-0bcc-422a-bc17-512695f48edd
Pizza Di Roma,WI 53703,6.2,9/27/19,6:00,https://onebite.app/restaurant/pizza-di-roma-madison-wi-df20d9c3/review/3b91bc57-6a96-4535-bb1c-91e5dbd13801
Nolita Pizza,NY 10003,7.4,9/26/19,6:00,https://onebite.app/restaurant/nolita-pizza-new-york-ny-66356c56/review/6fcd58c1-7077-480c-9753-dff9390c069d
Paisan's,WI 53703,5.7,9/25/19,6:00,https://onebite.app/restaurant/paisans-madison-wi-5696f33c/review/90f8f980-9389-4678-9b4c-1f324d8cf5e3
Sauce,NY 10002,8.3,9/24/19,6:00,https://onebite.app/restaurant/sauce-new-york-ny-e7ed5447/review/7b12e9c2-35ae-40b4-8b07-61f415cbf31a
Pizza Brutta,WI 53711,6.8,9/23/19,6:00,https://onebite.app/restaurant/pizza-brutta-madison-wi-7d0b0df7/review/1beb24f2-9518-47e4-a3a1-2716c08b0cd4
Lucille,WI 53703,7.4,9/20/19,6:00,https://onebite.app/restaurant/lucille-madison-wi-470645a3/review/e66b3df2-6ec0-49a9-a84d-a7d8dec4f50e
Vito's Slices and Ices,NY 10018,7.4,9/19/19,6:00,https://onebite.app/restaurant/vitos-slices-and-ices-new-york-ny-097613ef/review/ce85eef0-738b-497f-8869-adf6fb4a0bb6
Pizza Hut,NJ 07047,3.8,9/18/19,6:00,https://onebite.app/restaurant/pizza-hut-north-bergen-nj-88fdff7f/review/dedcef93-41fb-47a6-a9e7-3ff3d8b6982c
Las Vegas Motor Speedway,NV 89115,5.3,9/16/19,6:00,https://onebite.app/restaurant/las-vegas-motor-speedway-las-vegas-nv-3134be01/review/b516191c-268e-4dbe-b180-41594703e997
Marinara Pizza,NY 10016,7.4,9/12/19,6:00,https://onebite.app/restaurant/marinara-pizza-new-york-ny-8eb28512/review/fb001b2a-87fc-4ce8-a5b9-852fb25d9268
Hard Knox Pizzeria,TN 37919,6.8,9/11/19,6:00,https://onebite.app/restaurant/hard-knox-pizzeria-knoxville-tn-1321f3a9/review/25546cd6-f44f-4339-8b02-c13b0e502aa0
Prova Pizzabar,NY 10017,6.9,9/10/19,6:00,https://onebite.app/restaurant/prova-pizzabar-new-york-ny-4fdd6aac/review/d652e6a5-7172-4ef9-8e4e-31f66aed1815
Manero's Pizza,NY 10013,7.2,9/9/19,6:00,https://onebite.app/restaurant/maneros-pizza-new-york-ny-9b1fd447/review/74062026-a948-46b1-8a6e-9273db1d0539
Todaro Pizza,SC 29631,7.1,9/6/19,10:3,https://onebite.app/restaurant/todaro-pizza-clemson-sc-c5113572/review/77946121-6aed-4d04-a173-044542f87bb2
Scratch Brick Oven,TN 37601,7.5,9/6/19,6:00,https://onebite.app/restaurant/scratch-brick-oven-johnson-city-tn-8512c08c/review/e0c89bbc-938c-4ce9-b2ad-a5a544014927
Casa Barilla,NY 10019,6.2,9/5/19,6:00,https://onebite.app/restaurant/casa-barilla-new-york-ny-d92d4e03/review/65566863-a128-4e41-84ac-54acf2cca583
Emilio's of Morris Park,NY 10461,7.3,9/4/19,6:00,https://onebite.app/restaurant/emilios-of-morris-park-bronx-ny-3fe566c5/review/0b304ac9-21e1-4626-9644-25356048f69b
Tommy's Pizza,NY 10465,8.6,9/3/19,6:00,https://onebite.app/restaurant/tommys-pizza-bronx-ny-7d9f4b32/review/9db7758a-6e23-4706-bf6c-35799553d8ea
IL Brigante,NY 10038,7.1,9/2/19,6:00,https://onebite.app/restaurant/il-brigante-new-york-ny-eefcf91b/review/f79606a8-4f6d-43f9-aa5b-548cf5239a5d
Brenz Pizza Co.,TN 37916,6.5,8/30/19,6:00,https://onebite.app/restaurant/brenz-pizza-co-knoxville-tn-8bf4b223/review/a0f375e9-393c-4958-8644-eb4436ea1ad8
Claudio Pizzeria,NY 10001,6.8,8/29/19,6:00,https://onebite.app/restaurant/claudio-pizzeria-new-york-ny-15d42cdc/review/75247220-b474-47bb-9d59-3fa1bb9c74ad
Sorrento's,NY 11561,8.7,8/28/19,6:00,https://onebite.app/restaurant/sorrentos-long-beach-ny-3091d451/review/fe30d393-5b52-404b-bde9-d3d221a9e28a
Mary Lou's Pizza,PA 18518,7.3,8/27/19,6:00,https://onebite.app/restaurant/mary-lous-pizza-old-forge-pa-84088b09/review/d7611b94-0f04-42ec-91bb-e0fda302bc62
Gino's Long Beach,NY 11561,7.9,8/26/19,6:00,https://onebite.app/restaurant/ginos-long-beach-long-beach-ny-3b68ec3e/review/a800cb99-3609-46e7-bdd5-b36bc5f4992a
Ribalta Mo',NY 10121,6.6,8/23/19,6:00,https://onebite.app/restaurant/ribalta-mo-new-york-ny-a633f6f4/review/34171fd7-8c70-4873-8fbe-4ae80de3477d
Salerno's Cafe,PA 18518,7.1,8/22/19,6:00,https://onebite.app/restaurant/salernos-cafe-old-forge-pa-dcae8de1/review/dadced14-8876-4d76-b185-ce7764948b1b
Cafe Rinaldi,PA 18518,7.6,8/21/19,6:00,https://onebite.app/restaurant/cafe-rinaldi-old-forge-pa-ec93cb80/review/fd53b4fa-d2c9-43bb-a527-06dc0311836d
Cusumano,PA 18518,7.6,8/20/19,6:00,https://onebite.app/restaurant/cusumano-old-forge-pa-3bbf4ba6/review/e1cb9386-0f6e-41e3-bd9e-6f9ad726d68c
Boomershine Pizzeria,TN 37618,6.5,8/17/19,12:0,https://onebite.app/restaurant/boomershine-pizzeria-bluff-city-tn-2bd2fced/review/015b68e4-a52a-4b74-a6af-0feaa6b5f78b
Arcaro & Genell,PA 18518,7.5,8/16/19,6:00,https://onebite.app/restaurant/arcaro-and-genell-old-forge-pa-b8487032/review/b857306a-1f12-4858-8fbf-a25686a717be
Revello's Pizza,PA 18518,7.4,8/15/19,6:00,https://onebite.app/restaurant/revellos-pizza-old-forge-pa-7c3bd242/review/6912f258-1a0f-4e7b-b8ce-4d6d8295b463
MEZZE Kosher Restaurant & Pizzeria Queens,NY 11375,6.8,8/14/19,6:00,https://onebite.app/restaurant/mezze-kosher-restaurant-and-pizzeria-queens-rego-park-ny-0c653a8e/review/921f7c14-1a2a-4ea5-89fb-8979d27bdb2f
Nick's Pizza,NY 11375,8.4,8/13/19,6:00,https://onebite.app/restaurant/nicks-pizza-forest-hills-ny-ff2174b1/review/f7b01c99-c036-4970-afe6-dadc196fa379
Red Front Pizza,NY 12065,7.5,8/12/19,6:00,https://onebite.app/restaurant/red-front-pizza-clifton-park-ny-5e7b8efc/review/d9802f88-e00c-4ad8-befb-8a8f196b2881
Sbarro,NY 10001,3.2,8/9/19,6:00,https://onebite.app/restaurant/sbarro-new-york-ny-501819ec/review/87786e9d-4209-4c35-b882-e41c6cb682df
La Manda's Restaurant,NY 10607,5.9,8/8/19,6:00,https://onebite.app/restaurant/la-mandas-restaurant-white-plains-ny-6a87c268/review/26fa4879-6c74-4101-8be5-aaca5ec51a87
NYC Pizza,NY 10001,5.9,8/7/19,6:00,https://onebite.app/restaurant/nyc-pizza-new-york-ny-d791a5ee/review/c03c0732-09d6-4b93-8a7b-a947f057ad2b
Villa Pizza,NY 10036,7.1,8/6/19,6:00,https://onebite.app/restaurant/villa-pizza-new-york-ny-1f7aedb7/review/8ee4e902-eada-4421-9dc8-3546a04dc4d9
Time Square Dollar Pizza,NY 10018,4.9,8/5/19,6:00,https://onebite.app/restaurant/time-square-dollar-pizza-new-york-ny-b878e377/review/c22330a7-58fe-4763-a15a-605d8522c388
Nonna's Pizza,NY 10604,7.8,8/2/19,6:00,https://onebite.app/restaurant/nonnas-pizza-white-plains-ny-c9d39a80/review/4d551074-eb74-4912-9061-17d815399794
Pizza 7,NY 12866,6.8,8/1/19,6:00,https://onebite.app/restaurant/pizza-7-saratoga-springs-ny-4f25d353/review/08bdee63-56ae-41b1-ba46-cca81857edfc
Lombardo's,NY 10605,7.4,7/31/19,6:00,https://onebite.app/restaurant/lombardos-white-plains-ny-5ef84aba/review/6b6fad9c-5c2f-4781-a6d6-8caad189a59f
Michael's Famous Pan Pizza & Restaurant,NY 10573,7.7,7/30/19,6:00,https://onebite.app/restaurant/michaels-famous-pan-pizza-and-restaurant-port-chester-ny-22237209/review/60a21c1a-3a70-4655-bfa4-e325d0142c65
Glenville Pizza,CT 06831,6.9,7/29/19,6:00,https://onebite.app/restaurant/glenville-pizza-greenwich-ct-296ff896/review/bbc27827-8d36-46db-94af-8ecac982e5c4
Poppy Pizza,MA 02649,3.8,7/25/19,6:00,https://onebite.app/restaurant/poppy-pizza-mashpee-ma-eed7d00a/review/fd93da20-b22d-4f20-8cf3-06ab2fed3a6a
Shangri-La Kitchen,MA 02554,3.8,7/23/19,6:00,https://onebite.app/restaurant/shangrila-kitchen-nantucket-ma-2586a156/review/47632d3f-fe0c-479e-9114-4cc00131414a
Pizzeria Beddia,PA 19122,7.4,7/22/19,6:00,https://onebite.app/restaurant/pizzeria-beddia-philadelphia-pa-5de7cc00/review/4049191e-bf4b-4426-b86c-9186bc4015e6
Dragon By The Sea,MA 02554,6.7,7/19/19,6:00,https://onebite.app/restaurant/dragon-by-the-sea-nantucket-ma-00a31496/review/eed3fb40-9b97-418e-8cc6-66420b6e93c4
Vince's Pizzeria,PA 19115,7.9,7/18/19,6:00,https://onebite.app/restaurant/vinces-pizzeria-philadelphia-pa-ed4af829/review/edee95da-b423-40d6-8b7b-c5f2cdc57670
Pizza Shackamaxon,PA 19125,7.9,7/17/19,6:00,https://onebite.app/restaurant/pizza-shackamaxon-philadelphia-pa-dbd38c4b/review/3b75e9ef-e8c5-41c5-9503-1d261376224e
Tacconelli's Pizzeria,PA 19134,8.1,7/16/19,6:00,https://onebite.app/restaurant/tacconellis-pizzeria-philadelphia-pa-9b03118d/review/2c96ed7f-4d30-4f05-aa51-e0f067c30867
Sam's,NY 11201,7.4,7/15/19,6:00,https://onebite.app/restaurant/sams-brooklyn-ny-fa74aeb2/review/5fb56520-9a5e-42ee-82bc-280aea620641
House of Pizza & Calzones,NY 11231,7.3,7/12/19,6:00,https://onebite.app/restaurant/house-of-pizza-and-calzones-brooklyn-ny-36cc8573/review/5fb6db78-116f-4fa6-827c-84ae2f4e8533
Cumberland Farms,MA 02554,0.1,7/11/19,6:00,https://onebite.app/restaurant/cumberland-farms-nantucket-ma-feb86e8f/review/de12ffa8-5751-4756-92c4-3c7f3b52b9f5
Table 87 - Brooklyn Heights,NY 11201,7.7,7/10/19,6:00,https://onebite.app/restaurant/table-87-brooklyn-heights-brooklyn-ny-c768e90b/review/7b30b24b-75b9-48c7-8729-b8ba68398872
Krave It Sandwich Shop & Eatery,NY 11361,6.8,7/9/19,6:00,https://onebite.app/restaurant/krave-it-sandwich-shop-and-eatery-bayside-ny-c7d98031/review/d3b3b8b2-4254-412e-a916-73fbdf53090c
VIPizza,NY 11361,7.2,7/8/19,6:00,https://onebite.app/restaurant/vipizza-bayside-ny-e0924ceb/review/61173bbe-e1a5-4221-96cd-d466d6401a4b
Pizza Garden,NY 11358,7.4,7/5/19,6:00,https://onebite.app/restaurant/pizza-garden-flushing-ny-44abf812/review/b29253ea-ba21-4d27-9942-77013119c563
Pizza Chef,NY 11357,4.2,7/3/19,6:00,https://onebite.app/restaurant/pizza-chef-whitestone-ny-17c6ade5/review/40de8329-5f35-4fc1-ad8e-3668387236ed
Freddy's Pizzeria,NY 11357,7.3,7/2/19,6:00,https://onebite.app/restaurant/freddys-pizzeria-whitestone-ny-da8d45dd/review/04ccdf7e-b75c-4b81-a667-e73efa8083c7
Cascarino's Brick Oven Pizzeria & Ristorante,NY 11357,6.8,7/1/19,6:00,https://onebite.app/restaurant/cascarinos-brick-oven-pizzeria-and-ristorante-whitestone-ny-c4455f18/review/c9fe9468-aaa5-4ccd-8513-d3d4f56d8192
Sunnyside Pizza,NY 11104,5.4,6/28/19,6:00,https://onebite.app/restaurant/sunnyside-pizza-sunnyside-ny-180e620b/review/b3648337-e2c8-4166-a07e-8242eb421794
Amore Pizzeria,NY 11354,8.1,6/27/19,6:00,https://onebite.app/restaurant/amore-pizzeria-flushing-ny-a1083802/review/2f8faf45-13f2-462e-a605-c55b76d9c760
Lucia Pizza,NY 11354,7.2,6/26/19,6:00,https://onebite.app/restaurant/lucia-pizza-flushing-ny-fb791ba8/review/7beb9c13-bd0f-44f4-812e-a99666812220
Mama Mia 44 SW,NY 10036,4.9,6/25/19,6:00,https://onebite.app/restaurant/mama-mia-44-sw-new-york-ny-1c5e3685/review/48bb818e-a3ba-4663-b689-1312a50fde1c
City Pizza,NY 10036,7.1,6/24/19,6:00,https://onebite.app/restaurant/city-pizza-new-york-ny-251bdc81/review/5baa6c8f-c81b-42c7-9e05-de64a80d3553
Peperino,NY 10023,7.8,6/21/19,12:0,https://onebite.app/restaurant/peperino-new-york-ny-45cc8d77/review/932eb97f-f8fc-45b8-8b22-d0730c2a2010
Rosa's Pizza,NY 11378,7.4,6/20/19,6:25,https://onebite.app/restaurant/rosas-pizza-maspeth-ny-e458b3ee/review/39ed01f8-6c83-4155-9a5b-26dfbb61941b
Ascot Racecourse,WNM SL5 7JX,4.1,6/19/19,12:0,https://onebite.app/restaurant/ascot-racecourse-bracknell-forest-wnm-3f31820a/review/ef37a6d9-4011-4304-bc4d-380e82116d40
Ciro's Pizza Pomodoro,XGL SW3 1NY,2.1,6/18/19,6:00,https://onebite.app/restaurant/ciros-pizza-pomodoro-london-xgl-56b6a68f/review/b58501b0-3f1e-454a-aedd-80122003bdf9
Grand Apizza Shoreline,CT 06413,8.2,6/17/19,6:00,https://onebite.app/restaurant/grand-apizza-shoreline-clinton-ct-a817b615/review/9b3420d8-c03b-48b7-81d3-b9d8c21bee4c
Resca,NY 10011,7.4,6/14/19,6:00,https://onebite.app/restaurant/resca-new-york-ny-67d65ca6/review/7bc88be0-dd0c-41a2-94e8-55eb1c462457
Nino’s Pizza & Subs,MA 02114,7.3,6/13/19,6:00,https://onebite.app/restaurant/ninos-pizza-and-subs-boston-ma-f4d6f4b7/review/3f0ef68f-09fd-4ec6-bfe7-c1cb2301ffc6
Haymarket Pizza,MA 02109,7.7,6/12/19,6:00,https://onebite.app/restaurant/haymarket-pizza-boston-ma-2abf478c/review/ff801acc-3e71-4145-ae6e-910b42c60771
Sotto 13,NY 10011,6.9,6/11/19,6:00,https://onebite.app/restaurant/sotto-13-new-york-ny-4537b8ca/review/6b905800-0873-4c8e-8e46-e6191eb9afae
Faraci Pizza,MO 63011,5.9,6/10/19,6:00,https://onebite.app/restaurant/faraci-pizza-ballwin-mo-65398494/review/392513c2-8b10-4280-96a5-999284cfaf94
Dewey's Pizza,MO 63130,6.6,6/7/19,6:00,https://onebite.app/restaurant/deweys-pizza-saint-louis-mo-d87a2710/review/2a845aae-be64-442f-8a66-26373e9e275c
Pat's Pizza,MA 02124,7.8,6/6/19,6:00,https://onebite.app/restaurant/pats-pizza-dorchester-center-ma-4be78bb2/review/d0f7be95-5b47-45f3-8c4f-4bbfb120c6a7
La Pizza,MO 63130,7.2,6/5/19,6:00,https://onebite.app/restaurant/la-pizza-university-city-mo-ef903d39/review/00de6eb4-c631-48d7-a8e6-60a0c01fcd0b
Pi Pizzeria - Delmar Loop,MO 63112,5.8,6/4/19,6:00,https://onebite.app/restaurant/pi-pizzeria-delmar-loop-saint-louis-mo-f19191fc/review/a8916759-f14c-4af3-8a4f-ec1a0d15a594
Imo's Pizza,MO 63139,6.2,6/3/19,6:00,https://onebite.app/restaurant/imos-pizza-saint-louis-mo-3150bd6d/review/25bd6c02-f6c9-4989-9076-087b06a68af9
Whole Foods Market,NY 10001,6.1,5/31/19,6:00,https://onebite.app/restaurant/whole-foods-market-new-york-ny-81baa2d2/review/2fa5b998-5b54-4d2a-b4a4-ae33cd7e5765
Rosella's Pizzeria,NY 10038,6.2,5/30/19,6:00,https://onebite.app/restaurant/rosellas-pizzeria-new-york-ny-2c4e7689/review/132fc46b-69ee-4a14-8456-9e15d29ba3e5
Union Park Pizza,MA 02118,7.4,5/29/19,6:00,https://onebite.app/restaurant/union-park-pizza-boston-ma-152979cc/review/ae63445e-77b4-4990-a7ea-9bda797e2ae5
Pino's Pizza,MA 02135,8.8,5/28/19,6:00,https://onebite.app/restaurant/pinos-pizza-brighton-ma-2533911d/review/80eb5775-4db8-4605-baf7-bed502d785c1
Figs by Todd English,MA 02114,7.4,5/27/19,6:00,https://onebite.app/restaurant/figs-by-todd-english-boston-ma-323331d9/review/104a554d-6d21-4bca-b1e2-705845390a69
Artichoke Basille's Pizza,NY 10003,7.8,5/24/19,6:00,https://onebite.app/restaurant/artichoke-basilles-pizza-new-york-ny-cc0e464e/review/4bde5e42-30d6-46c5-822f-8f121b2ebc2f
Healthy Choice Gourmet Deli & Pizza,NY 10001,5.9,5/23/19,6:00,https://onebite.app/restaurant/healthy-choice-gourmet-deli-and-pizza-new-york-ny-76b76d0a/review/5e5ca65c-3750-4588-b1d3-ae76ab4414c1
Rocky's Pizza Bar and Restaurant,NY 10001,6.4,5/22/19,6:00,https://onebite.app/restaurant/rockys-pizza-bar-and-restaurant-new-york-ny-076f1830/review/f0820b19-1171-450c-b2af-76cab373a524
Manco & Manco Pizza,NJ 08226,7.3,5/21/19,6:00,https://onebite.app/restaurant/manco-and-manco-pizza-ocean-city-nj-c34cbe7e/review/f8cac1d6-4b5e-4ff3-ab81-942162322752
Tony's Baltimore Grill,NJ 08401,4.9,5/20/19,6:00,https://onebite.app/restaurant/tonys-baltimore-grill-atlantic-city-nj-f44fd0cb/review/2eeaf671-072e-4c0d-9366-33a4ce8489e6
Mike's Apizza & Restaurant,CT 06516,7.7,5/17/19,6:00,https://onebite.app/restaurant/mikes-apizza-and-restaurant-west-haven-ct-18180759/review/47af9eb9-a4cc-40eb-86da-ff5ad85b4e3a
Roseland Apizza,CT 06418,8.6,5/16/19,6:00,https://onebite.app/restaurant/roseland-apizza-derby-ct-c07990f9/review/552e45bb-7b30-4659-84ff-d86795f2563b
Ernie's Pizzeria,CT 06515,7.9,5/15/19,6:00,https://onebite.app/restaurant/ernies-pizzeria-new-haven-ct-308ae393/review/7bfb650a-9f8b-4fd8-85dc-02730b3e1628
Minervini's Pizzeria & Restaurant,CT 06512,7.1,5/14/19,6:00,https://onebite.app/restaurant/minervinis-pizzeria-and-restaurant-east-haven-ct-2e8e9d2a/review/3443b0ee-e0f5-4376-8393-75abea5a8298
John & Maria's Pizzeria,CT 06513,8.5,5/13/19,6:00,https://onebite.app/restaurant/john-and-marias-pizzeria-east-haven-ct-abadc41e/review/d6e0efb5-fd26-4148-9917-948849cb1794
Sal's Pizzeria,NY 10543,7.7,5/10/19,6:00,https://onebite.app/restaurant/sals-pizzeria-mamaroneck-ny-7a60efaf/review/bd07ee6b-6739-4fec-9023-66b02359fd68
Pizzeria La Rosa,NY 10801,7.9,5/9/19,6:00,https://onebite.app/restaurant/pizzeria-la-rosa-new-rochelle-ny-63136255/review/0ea1eefa-7da6-4a0b-b082-41187e0ccaf5
Famous Calabria,NY 10038,6.9,5/8/19,6:00,https://onebite.app/restaurant/famous-calabria-new-york-ny-1fcb814e/review/830b200e-1355-472a-8dfe-0e01851ea51e
Bonnie & Clyde's Pizza Parlor,KY 40258,7.4,5/7/19,6:00,https://onebite.app/restaurant/bonnie-and-clydes-pizza-parlor-louisville-ky-0b7acf33/review/fba67546-8b15-4312-b376-344ee4fa8206
Spinelli's Pizzeria,KY 40204,6.8,5/6/19,6:00,https://onebite.app/restaurant/spinellis-pizzeria-louisville-ky-de0ae80e/review/6d7ff387-ac42-43d7-98a1-bfef8b42f60c
Butchertown Pizza Hall,KY 40206,7.2,5/3/19,6:00,https://onebite.app/restaurant/butchertown-pizza-hall-louisville-ky-87844067/review/2443321c-6184-46fc-a18c-ac4cd0682427
Strawberry's Pub & Pizza,NJ 07095,7.3,5/2/19,6:00,https://onebite.app/restaurant/strawberrys-pub-and-pizza-woodbridge-nj-c66a83fc/review/e14adae5-1f3d-4eca-ab81-5c4baaaad195
Brooklyn Boys Pizza and Deli,NJ 08820,7.1,5/1/19,6:00,https://onebite.app/restaurant/brooklyn-boys-pizza-and-deli-edison-nj-bf02cc68/review/706e377c-5baf-4e97-8ac0-392606ae06d0
Sciortinos's Pizza Pasta & More,NJ 08861,6.6,4/30/19,6:00,https://onebite.app/restaurant/sciortinoss-pizza-pasta-and-more-perth-amboy-nj-334f4613/review/d66129c9-b6e5-4c01-ae53-6feead901bc7
Talladega Superspeedway,AL 35096,3.8,4/29/19,6:00,https://onebite.app/restaurant/talladega-superspeedway-talladega-al-a002c5b8/review/058bd871-14f5-4cf6-a9cc-7f1c70ba8781
Mata's Greek Pizza & Grinders,AL 36201,3.9,4/28/19,12:0,https://onebite.app/restaurant/matas-greek-pizza-and-grinders-anniston-al-7f3437f1/review/ec4f5ac5-57d3-47bc-ae8b-8b8242bb8fed
First Class Pizza To Go,AL 35096,5.9,4/27/19,6:00,https://onebite.app/restaurant/first-class-pizza-to-go-lincoln-al-3e90d83f/review/880d1625-3e53-4d25-8a5a-2b92f2a9432e
Porrino's Pizzeria,NJ 07643,7.6,4/26/19,6:00,https://onebite.app/restaurant/porrinos-pizzeria-little-ferry-nj-43ab220c/review/a9dc6b02-682d-435e-8a13-969f296be9b0
Pizza Wagon,NY 11209,7.4,4/25/19,6:00,https://onebite.app/restaurant/pizza-wagon-brooklyn-ny-f307b5f5/review/e48769ce-9842-4c76-86c2-a56b774cf3d6
Gigino Trattoria,NY 10013,7.3,4/24/19,6:00,https://onebite.app/restaurant/gigino-trattoria-new-york-ny-7a17042c/review/e2bcff6d-73bc-443c-bbb3-c522ccb6e1e1
The Longshoreman,NY 11231,8.2,4/23/19,6:00,https://onebite.app/restaurant/the-longshoreman-new-york-ny-5f11cc7b/review/bb9a4dbe-2796-48c8-bf14-b3ade3e99e68
